parliament_number,member_id,member_display_name,raw_school_text,source_url,is_international,suggested_action,notes
46,aph-282981,"BELL, Angie Marion",Gawler High School,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq '282981',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-gawler-high-school
47,aph-282981,"BELL, Angie Marion",Gawler High School,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq '282981',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-gawler-high-school
48,aph-319142,"BELL, Sean Fredrick",St Joseph's College Gregory Terrace,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq '319142',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-st-joseph-s-college-gregory-terrace
48,aph-309484,"BELYEA, Jodie Anne",Kilbreda Girls College,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq '309484',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-kilbreda-girls-college
47,aph-309484,"BELYEA, Jodie Anne",Kilbreda Girls College,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq '309484',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-kilbreda-girls-college
46,aph-hzb,"BILYK, Catryna Louise",Ogilvie High School,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq 'HZB',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-ogilvie-high-school
47,aph-hzb,"BILYK, Catryna Louise",Ogilvie High School,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq 'HZB',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-ogilvie-high-school
46,aph-hzb,"BILYK, Catryna Louise",Hobart Matriculation College,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq 'HZB',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-hobart-matriculation-college
47,aph-hzb,"BILYK, Catryna Louise",Hobart Matriculation College,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq 'HZB',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-hobart-matriculation-college
46,aph-h6x,"BIRMINGHAM, the Hon. Simon John",Gawler High School,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq 'H6X',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-gawler-high-school
47,aph-h6x,"BIRMINGHAM, the Hon. Simon John",Gawler High School,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq 'H6X',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-gawler-high-school
48,aph-288713,"BIRRELL, Samuel (Sam) James",Shepparton High School,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq '288713',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-shepparton-high-school
47,aph-288713,"BIRRELL, Samuel (Sam) James",Shepparton High School,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq '288713',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-shepparton-high-school
48,aph-288713,"BIRRELL, Samuel (Sam) James",Assumption College Kilmore,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq '288713',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-assumption-college-kilmore
47,aph-288713,"BIRRELL, Samuel (Sam) James",Assumption College Kilmore,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq '288713',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-assumption-college-kilmore
48,aph-306489,"CALDWELL, Cameron",Nudgee College,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq '306489',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-nudgee-college
47,aph-306489,"CALDWELL, Cameron",Nudgee College,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq '306489',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-nudgee-college
48,aph-37998,"CHALMERS, the Hon. Dr James (Jim) Edward",Clairvaux Mackillop School,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq '37998',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-clairvaux-mackillop-school
46,aph-37998,"CHALMERS, the Hon. Dr James (Jim) Edward",Clairvaux Mackillop School,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq '37998',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-clairvaux-mackillop-school
47,aph-37998,"CHALMERS, the Hon. Dr James (Jim) Edward",Clairvaux Mackillop School,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq '37998',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-clairvaux-mackillop-school
48,aph-ipz,"CHESTER, the Hon. Darren Jeffrey",Sale High School,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq 'IPZ',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-sale-high-school
46,aph-ipz,"CHESTER, the Hon. Darren Jeffrey",Sale High School,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq 'IPZ',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-sale-high-school
47,aph-ipz,"CHESTER, the Hon. Darren Jeffrey",Sale High School,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq 'IPZ',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-sale-high-school
48,aph-281503,"CICCONE, Raffaele (Raff)","Salesian College, Chadstone, Victoria",https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq '281503',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-salesian-college-chadstone-victoria
46,aph-281503,"CICCONE, Raffaele (Raff)","Salesian College, Chadstone, Victoria",https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq '281503',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-salesian-college-chadstone-victoria
47,aph-281503,"CICCONE, Raffaele (Raff)","Salesian College, Chadstone, Victoria",https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq '281503',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-salesian-college-chadstone-victoria
48,aph-263547,"COKER, Elizabeth (Libby) Ann",Beaumans High School,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq '263547',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-beaumans-high-school
46,aph-263547,"COKER, Elizabeth (Libby) Ann",Beaumans High School,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq '263547',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-beaumans-high-school
47,aph-263547,"COKER, Elizabeth (Libby) Ann",Beaumans High School,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq '263547',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-beaumans-high-school
48,aph-263547,"COKER, Elizabeth (Libby) Ann",MacRobertson High School,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq '263547',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-macrobertson-high-school
46,aph-263547,"COKER, Elizabeth (Libby) Ann",MacRobertson High School,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq '263547',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-macrobertson-high-school
47,aph-263547,"COKER, Elizabeth (Libby) Ann",MacRobertson High School,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq '263547',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-macrobertson-high-school
48,aph-263547,"COKER, Elizabeth (Libby) Ann",Victorian School of Correspondence,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq '263547',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-victorian-school-of-correspondence
46,aph-263547,"COKER, Elizabeth (Libby) Ann",Victorian School of Correspondence,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq '263547',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-victorian-school-of-correspondence
47,aph-263547,"COKER, Elizabeth (Libby) Ann",Victorian School of Correspondence,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq '263547',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-victorian-school-of-correspondence
48,aph-00aol,"COLBECK, the Hon. Richard Mansell",Norwood High School,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq '00AOL',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-norwood-high-school
46,aph-00aol,"COLBECK, the Hon. Richard Mansell",Norwood High School,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq '00AOL',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-norwood-high-school
47,aph-00aol,"COLBECK, the Hon. Richard Mansell",Norwood High School,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq '00AOL',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-norwood-high-school
46,aph-241067,"COLEMAN, the Hon. David Bernard",Christian Brothers',https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq '241067',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-christian-brothers
47,aph-241067,"COLEMAN, the Hon. David Bernard",Christian Brothers',https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq '241067',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-christian-brothers
46,aph-241067,"COLEMAN, the Hon. David Bernard",St Thomas,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq '241067',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-st-thomas
47,aph-241067,"COLEMAN, the Hon. David Bernard",St Thomas,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq '241067',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-st-thomas
48,aph-297964,"COLLINS, Dr Jessica",PLC Sydney,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq '297964',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-plc-sydney
48,aph-312871,"COOK, Dr Patricia (Trish)",Sacred Heart High School,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq '312871',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-sacred-heart-high-school
48,aph-296215,"COX, Dorinda Rose",South Fremantle High School,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq '296215',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-south-fremantle-high-school
46,aph-296215,"COX, Dorinda Rose",South Fremantle High School,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq '296215',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-south-fremantle-high-school
47,aph-296215,"COX, Dorinda Rose",South Fremantle High School,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq '296215',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-south-fremantle-high-school
48,aph-296215,"COX, Dorinda Rose",Leeming High School,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq '296215',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-leeming-high-school
46,aph-296215,"COX, Dorinda Rose",Leeming High School,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq '296215',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-leeming-high-school
47,aph-296215,"COX, Dorinda Rose",Leeming High School,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq '296215',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-leeming-high-school
47,aph-008ch,"DANIEL, Zoe",Queechy High School (Launceston),https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq '008CH',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-queechy-high-school-launceston
47,aph-008ch,"DANIEL, Zoe",Rosny College (Hobart),https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq '008CH',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-rosny-college-hobart
46,aph-281697,"DAVEY, Perin McGregor",Deakin High School,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq '281697',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-deakin-high-school
47,aph-281697,"DAVEY, Perin McGregor",Deakin High School,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq '281697',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-deakin-high-school
48,aph-316935,"DOLEGA, Josh",The DON College,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq '316935',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-the-don-college
48,aph-55842,"DOWLING, Richard",Geilston Bay High School,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq '55842',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-geilston-bay-high-school
48,aph-299962,"DOYLE, Mary",St Joseph's College (Echuca),https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq '299962',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-st-joseph-s-college-echuca
47,aph-299962,"DOYLE, Mary",St Joseph's College (Echuca),https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq '299962',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-st-joseph-s-college-echuca
48,aph-dzw,"ELLIOT, the Hon. Maria Justine (Justine)",Nambour High School,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq 'DZW',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-nambour-high-school
46,aph-dzw,"ELLIOT, the Hon. Maria Justine (Justine)",Nambour High School,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq 'DZW',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-nambour-high-school
47,aph-dzw,"ELLIOT, the Hon. Maria Justine (Justine)",Nambour High School,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq 'DZW',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-nambour-high-school
48,aph-299964,"FERNANDO, Cassandra",Lyndale Secondary,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq '299964',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-lyndale-secondary
47,aph-299964,"FERNANDO, Cassandra",Lyndale Secondary,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq '299964',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-lyndale-secondary
48,aph-ing,"GALLAGHER, the Hon. Katherine (Katy) Ruth",Stirling College,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq 'ING',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-stirling-college
46,aph-ing,"GALLAGHER, the Hon. Katherine (Katy) Ruth",Stirling College,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq 'ING',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-stirling-college
47,aph-ing,"GALLAGHER, the Hon. Katherine (Katy) Ruth",Stirling College,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq 'ING',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-stirling-college
48,aph-245392,"GOSLING, Luke John Anthony, OAM",Mt Lilydale College,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq '245392',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-mt-lilydale-college
46,aph-245392,"GOSLING, Luke John Anthony, OAM",Mt Lilydale College,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq '245392',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-mt-lilydale-college
47,aph-245392,"GOSLING, Luke John Anthony, OAM",Mt Lilydale College,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq '245392',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-mt-lilydale-college
48,aph-296331,"GROGAN, Karen Ann",Holland Park Comprehensive,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq '296331',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-holland-park-comprehensive
46,aph-296331,"GROGAN, Karen Ann",Holland Park Comprehensive,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq '296331',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-holland-park-comprehensive
47,aph-296331,"GROGAN, Karen Ann",Holland Park Comprehensive,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq '296331',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-holland-park-comprehensive
48,aph-bk6,"HANSON, Pauline Lee",Coorparoo State High School,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq 'BK6',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-coorparoo-state-high-school
46,aph-bk6,"HANSON, Pauline Lee",Coorparoo State High School,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq 'BK6',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-coorparoo-state-high-school
47,aph-bk6,"HANSON, Pauline Lee",Coorparoo State High School,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq 'BK6',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-coorparoo-state-high-school
48,aph-260805,"HASTIE, the Hon. Andrew William",Scots College,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq '260805',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-scots-college
46,aph-260805,"HASTIE, the Hon. Andrew William",Scots College,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq '260805',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-scots-college
47,aph-260805,"HASTIE, the Hon. Andrew William",Scots College,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq '260805',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-scots-college
48,aph-hwo,"HAWKE, the Hon. Alexander (Alex) George",Carlingford & Hills Grammar School,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq 'HWO',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-carlingford-hills-grammar-school
46,aph-hwo,"HAWKE, the Hon. Alexander (Alex) George",Carlingford & Hills Grammar School,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq 'HWO',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-carlingford-hills-grammar-school
47,aph-hwo,"HAWKE, the Hon. Alexander (Alex) George",Carlingford & Hills Grammar School,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq 'HWO',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-carlingford-hills-grammar-school
48,aph-zn4,"HENDERSON, the Hon. Sarah Moya",Geelong College,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq 'ZN4',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-geelong-college
46,aph-zn4,"HENDERSON, the Hon. Sarah Moya",Geelong College,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq 'ZN4',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-geelong-college
47,aph-zn4,"HENDERSON, the Hon. Sarah Moya",Geelong College,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq 'ZN4',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-geelong-college
46,aph-247742,"HOWARTH, the Hon. Luke Ronald",Frawley College,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq '247742',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-frawley-college
47,aph-247742,"HOWARTH, the Hon. Luke Ronald",Frawley College,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq '247742',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-frawley-college
46,aph-hym,"IRONS, the Hon. Stephen (Steve) James",Box Hill Technical College,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq 'HYM',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-box-hill-technical-college
48,aph-298574,"JARRETT, Madonna",Mount Saint Michael's College Ashgrove,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq '298574',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-mount-saint-michael-s-college-ashgrove
48,aph-ltu,"KEARNEY, the Hon. Gerardine (Ged) Mary",Academy of Mary Immaculate Fitzroy,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq 'LTU',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-academy-of-mary-immaculate-fitzroy
46,aph-ltu,"KEARNEY, the Hon. Gerardine (Ged) Mary",Academy of Mary Immaculate Fitzroy,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq 'LTU',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-academy-of-mary-immaculate-fitzroy
47,aph-ltu,"KEARNEY, the Hon. Gerardine (Ged) Mary",Academy of Mary Immaculate Fitzroy,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq 'LTU',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-academy-of-mary-immaculate-fitzroy
46,aph-99931,"KELLY, Craig",Peakhurst High School,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq '99931',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-peakhurst-high-school
46,aph-lnw,"KENEALLY, the Hon. Kristina Kerscher AO","Notre Dame Academy (Toledo, Ohio)",https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq 'LNW',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-notre-dame-academy-toledo-ohio
48,aph-306168,"KOVACIC, Maria",St Clare's College (ACT),https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq '306168',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-st-clare-s-college-act
47,aph-306168,"KOVACIC, Maria",St Clare's College (ACT),https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq '306168',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-st-clare-s-college-act
46,aph-e0h,"LAMING, Andrew Charles",Church of England Grammar School,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq 'E0H',True,Confirm overseas school,Provisional institution ID: inst-unmatched-church-of-england-grammar-school
48,aph-295676,"LE, Dai Trang",St John Vianney Fairy Meadow,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq '295676',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-st-john-vianney-fairy-meadow
47,aph-295676,"LE, Dai Trang",St John Vianney Fairy Meadow,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq '295676',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-st-john-vianney-fairy-meadow
48,aph-300644,"LIDDLE, Kerrynne Jeanette",Alice Springs High School,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq '300644',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-alice-springs-high-school
47,aph-300644,"LIDDLE, Kerrynne Jeanette",Alice Springs High School,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq '300644',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-alice-springs-high-school
48,aph-300130,"LIM, Sam",St Andrew Muar Johor,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq '300130',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-st-andrew-muar-johor
47,aph-300130,"LIM, Sam",St Andrew Muar Johor,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq '300130',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-st-andrew-muar-johor
46,aph-282918,"LIU, Gladys",Belilios Public Girls School,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq '282918',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-belilios-public-girls-school
46,aph-hwp,"MARINO, the Hon. Nola Bethwyn",Bunbury Techincal School,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq 'HWP',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-bunbury-techincal-school
47,aph-hwp,"MARINO, the Hon. Nola Bethwyn",Bunbury Techincal School,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq 'HWP',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-bunbury-techincal-school
46,aph-hwp,"MARINO, the Hon. Nola Bethwyn",Harvey Agricultural Senior High School,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq 'HWP',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-harvey-agricultural-senior-high-school
47,aph-hwp,"MARINO, the Hon. Nola Bethwyn",Harvey Agricultural Senior High School,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq 'HWP',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-harvey-agricultural-senior-high-school
48,aph-hwq,"MARLES, the Hon. Richard Donald",Geelong Grammar School,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq 'HWQ',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-geelong-grammar-school
46,aph-hwq,"MARLES, the Hon. Richard Donald",Geelong Grammar School,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq 'HWQ',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-geelong-grammar-school
47,aph-hwq,"MARLES, the Hon. Richard Donald",Geelong Grammar School,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq 'HWQ',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-geelong-grammar-school
46,aph-282982,"MARTIN, Dr. Fiona Barbouttis",Strathfield & Rosebank College,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq '282982',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-strathfield-rosebank-college
46,aph-282982,"MARTIN, Dr. Fiona Barbouttis",Five Dock,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq '282982',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-five-dock
48,aph-298800,"MASCARENHAS, Zaneta Felice Antoinetta",Kambalda Senior High School,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq '298800',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-kambalda-senior-high-school
47,aph-298800,"MASCARENHAS, Zaneta Felice Antoinetta",Kambalda Senior High School,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq '298800',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-kambalda-senior-high-school
48,aph-122087,"McCARTHY, the Hon. Malarndirri Barbara Anne",St Scholastica's College,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq '122087',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-st-scholastica-s-college
46,aph-122087,"McCARTHY, the Hon. Malarndirri Barbara Anne",St Scholastica's College,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq '122087',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-st-scholastica-s-college
47,aph-122087,"McCARTHY, the Hon. Malarndirri Barbara Anne",St Scholastica's College,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq '122087',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-st-scholastica-s-college
48,aph-219646,"McCORMACK, the Hon. Michael Francis",St Michael's Regional High School,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq '219646',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-st-michael-s-regional-high-school
46,aph-219646,"McCORMACK, the Hon. Michael Francis",St Michael's Regional High School,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq '219646',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-st-michael-s-regional-high-school
47,aph-219646,"McCORMACK, the Hon. Michael Francis",St Michael's Regional High School,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq '219646',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-st-michael-s-regional-high-school
48,aph-219646,"McCORMACK, the Hon. Michael Francis",Trinity Senior High School,https://handbookapi.aph.gov.au/api/individuals?$filter=PHID eq '219646',False,Lookup in ACARA historical register,Provisional institution ID: inst-unmatched-trinity-senior-high-school
